Gene name	Synonym	Accession number	Functional category	Description
kasA	<I>Rv2245</I>	Rv2245	1	3-OXOACYL-[ACYL-CARRIER PROTEIN] SYNTHASE 1 KASA (BETA-KETOACYL-ACP SYNTHASE) (KAS I)
kasB	<I>Rv2246</I>	Rv2246	1	3-OXOACYL-[ACYL-CARRIER PROTEIN] SYNTHASE 2 KASB (BETA-KETOACYL-ACP SYNTHASE) (KAS I)
ltp2	<I>Rv3540c</I>	Rv3540c	1	PROBABLE LIPID TRANSFER PROTEIN OR KETO ACYL-COA THIOLASE LTP2
ltp3	<I>Rv3523</I>	Rv3523	1	PROBABLE LIPID CARRIER PROTEIN OR KETO ACYL-COA THIOLASE LTP3
ltp4	<I>Rv3522</I>	Rv3522	1	POSSIBLE LIPID TRANSFER PROTEIN OR KETO ACYL-COA THIOLASE LTP4
mas	<I>Rv2940c</I>	Rv2940c	1	PROBABLE MULTIFUNCTIONAL MYCOCEROSIC ACID SYNTHASE MEMBRANE-ASSOCIATED MAS
mbtA	<I>Rv2384</I>	Rv2384	1	BIFUNCTIONAL ENZYME MBTA: SALICYL-AMP LIGASE (SAL-AMP LIGASE) + SALICYL-S-ArCP SYNTHETASE
mbtB	<I>Rv2383c</I>	Rv2383c	1	PHENYLOXAZOLINE SYNTHASE MBTB (PHENYLOXAZOLINE SYNTHETASE)
mbtC	<I>Rv2382c</I>	Rv2382c	1	POLYKETIDE SYNTHETASE MBTC (POLYKETIDE SYNTHASE)
mbtD	<I>Rv2381c</I>	Rv2381c	1	POLYKETIDE SYNTHETASE MBTD (POLYKETIDE SYNTHASE)
mbtE	<I>Rv2380c</I>	Rv2380c	1	PEPTIDE SYNTHETASE MBTE (PEPTIDE SYNTHASE)
mbtF	<I>Rv2379c</I>	Rv2379c	1	PEPTIDE SYNTHETASE MBTF (PEPTIDE SYNTHASE)
mbtG	<I>Rv2378c</I>	Rv2378c	1	LYSINE-N-OXYGENASE MBTG (L-LYSINE 6-MONOOXYGENASE) (LYSINE N6-HYDROXYLASE)
mbtH	<I>Rv2377c</I>	Rv2377c	1	PUTATIVE CONSERVED PROTEIN MBTH
mbtI	<I>trpE2</I>, <I>Rv2386c</I>	Rv2386c	1	PUTATIVE ISOCHORISMATE SYNTHASE MBTI
mbtJ	<I>lipK</I>, <I>Rv2385</I>	Rv2385	1	PUTATIVE ACETYL HYDROLASE MBTJ
mcr	<I>Rv1143</I>	Rv1143	1	PROBABLE ALPHA-METHYLACYL-CoA RACEMASE MCR (2-methylacyl-CoA racemase) (2-arylpropionyl-CoA epimerase )
mmaA1	<I>Rv0645c</I>	Rv0645c	1	METHOXY MYCOLIC ACID SYNTHASE 1 MMAA1 (METHYL MYCOLIC ACID SYNTHASE 1) (MMA1) (HYDROXY MYCOLIC ACID SYNTHASE)
mmaA2	<I>Rv0644c</I>	Rv0644c	1	METHOXY MYCOLIC ACID SYNTHASE 2 MMAA2 (METHYL MYCOLIC ACID SYNTHASE 2) (MMA2) (HYDROXY MYCOLIC ACID SYNTHASE)
mmaA3	<I>Rv0643c</I>	Rv0643c	1	METHOXY MYCOLIC ACID SYNTHASE 3 MMAA3 (METHYL MYCOLIC ACID SYNTHASE 3) (MMA3) (HYDROXY MYCOLIC ACID SYNTHASE)
mmaA4	<I>Rv0642c</I>	Rv0642c	1	METHOXY MYCOLIC ACID SYNTHASE 4 MMAA4 (METHYL MYCOLIC ACID SYNTHASE 4) (MMA4) (HYDROXY MYCOLIC ACID SYNTHASE)
mutA	<I>Rv1492</I>	Rv1492	1	PROBABLE METHYLMALONYL-CoA MUTASE SMALL SUBUNIT MUTA (MCM)
mutB	<I>Rv1493</I>	Rv1493	1	PROBABLE METHYLMALONYL-CoA MUTASE LARGE SUBUNIT MUTB (MCM)
nrp	<I>Rv0101</I>	Rv0101	1	PROBABLE PEPTIDE SYNTHETASE NRP (PEPTIDE SYNTHASE)
omt	<I>Rv1153c</I>	Rv1153c	1	PROBABLE O-METHYLTRANSFERASE OMT
papA1	<I>Rv3824c</I>	Rv3824c	1	PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA1
papA2	<I>Rv3820c</I>	Rv3820c	1	POSSIBLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA2
papA3	<I>Rv1182</I>	Rv1182	1	PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA3
papA4	<I>Rv1528c</I>	Rv1528c	1	PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA4
papA5	<I>Rv2939</I>	Rv2939	1	POSSIBLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA5
pcaA	<I>umaA2</I>, <I>Rv0470c</I>	Rv0470c	1	MYCOLIC ACID SYNTHASE PCAA (CYCLOPROPANE SYNTHASE)
pgsA1	<I>pgsA</I>, <I>Rv2612c</I>	Rv2612c	1	PROBABLE PI SYNTHASE PGSA1 (PHOSPHATIDYLINOSITOL SYNTHASE) (CDP-DIACYLGLYCEROL--INOSITOL3-PHOSPHATIDYLTRANSFERASE)
pgsA2	<I>Rv1822</I>	Rv1822	1	PROBABLECDP-DIACYLGLYCEROL--GLYCEROL-3-PHOSPHATE 3-PHOSPHATIDYLTRANSFERASE PGSA2 (PGP SYNTHASE) (PHOSPHATIDYLGLYCEROPHOSPHATE SYNTHASE) (3-PHOSPHATIDYL-1'-GLYCEROL-3'PHOSPHATE SYNTHASE)
pgsA3	<I>Rv2746c</I>	Rv2746c	1	PROBABLE PGP SYNTHASE PGSA3 (CDP-DIACYLGLYCEROL--GLYCEROL-3-PHOSPHATE 3- PHOSPHATIDYLTRANSFERASE) (PHOSPHATIDYLGLYCEROPHOSPHATE SYNTHASE)
php	<I>Rv0230c</I>	Rv0230c	1	PROBABLE PHOSPHOTRIESTERASE PHP (PARATHION HYDROLASE) (PTE) (ARYLDIALKYLPHOSPHATASE) (PARAOXONASE) (A-ESTERASE) (ARYLTRIPHOSPHATASE) (PARAOXON HYDROLASE)
pimA	<I>Rv2610c</I>	Rv2610c	1	ALPHA-MANNOSYLTRANSFERASE PIMA
pimB	<I>mtfB</I>, <I>Rv0557</I>	Rv0557	1	MANNOSYLTRANSFERASE PIMB
pks1	<I>Rv2946c</I>	Rv2946c	1	PROBABLE POLYKETIDE SYNTHASE PKS1
pks10	<I>Rv1660</I>	Rv1660	1	Possible chalcone synthase pks10
pks11	<I>Rv1665</I>	Rv1665	1	Possible chalcone synthase pks11
pks12	<I>Rv2048c</I>	Rv2048c	1	Probable polyketide synthase pks12
pks13	<I>Rv3800c</I>	Rv3800c	1	POLYKETIDE SYNTHASE PKS13
pks15	<I>Rv2947c</I>	Rv2947c	1	PROBABLE POLYKETIDE SYNTHASE PKS15
pks16	<I>Rv1013</I>	Rv1013	1	PUTATIVE POLYKETIDE SYNTHASE PKS16
pks17	<I>Rv1663</I>	Rv1663	1	Probable polyketide synthase pks17
pks2	<I>Rv3825c</I>	Rv3825c	1	PROBABLE POLYKETIDE SYNTHASE PKS2
pks3	<I>Rv1180</I>	Rv1180	1	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS3
pks4	<I>Rv1181</I>	Rv1181	1	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS4
pks5	<I>Rv1527c</I>	Rv1527c	1	Probable polyketide synthase pks5
pks6	<I>Rv0405</I>	Rv0405	1	PROBABLE MEMBRANE BOUND POLYKETIDE SYNTHASE PKS6
pks7	<I>Rv1661</I>	Rv1661	1	Probable polyketide synthase pks7
pks8	<I>Rv1662</I>	Rv1662	1	Probable polyketide synthase pks8
pks9	<I>Rv1664</I>	Rv1664	1	Probable polyketide synthase pks9
plsB1	<I>Rv1551</I>	Rv1551	1	Possible acyltransferase plsB1
plsB2	<I>Rv2482c</I>	Rv2482c	1	PROBABLE GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE PLSB2 (GPAT)
plsC	<I>Rv2483c</I>	Rv2483c	1	POSSIBLE TRANSMEMBRANE PHOSPHOLIPID BIOSYNTHESIS BIFUNCTIONAL ENZYME PLSC: PUTATIVE L-3-PHOSPHOSERINE PHOSPHATASE (O-PHOSPHOSERINE PHOSPHOHYDROLASE) (PSP) (PSPASE) + 1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE (1-AGP ACYLTRANSFERASE) (1-AGPAT) (LYSOPHOSPHATIDIC ACID ACYLTRANSFERASE) (LPAAT)
ppsA	<I>Rv2931</I>	Rv2931	1	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSA
ppsB	<I>Rv2932</I>	Rv2932	1	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSB
ppsC	<I>Rv2933</I>	Rv2933	1	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSC
ppsD	<I>Rv2934</I>	Rv2934	1	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSD
ppsE	<I>Rv2935</I>	Rv2935	1	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSE
psd	<I>Rv0437c</I>	Rv0437c	1	POSSIBLE PHOSPHATIDYLSERINE DECARBOXYLASE PSD (PS DECARBOXYLASE)
pssA	<I>Rv0436c</I>	Rv0436c	1	PROBABLE CDP-DIACYLGLYCEROL--SERINE O-PHOSPHATIDYLTRANSFERASE PSSA (PS SYNTHASE) (PHOSPHATIDYLSERINE SYNTHASE)
Rv0045c		Rv0045c	1	POSSIBLE HYDROLASE
Rv0914c		Rv0914c	1	POSSIBLE LIPID CARRIER PROTEIN OR KETO ACYL-COA THIOLASE
Rv0947c		Rv0947c	1	PROBABLE MYCOLYL TRANSFERASE
Rv1135A		Rv1135A	1	POSSIBLE ACETYL-CoA ACETYLTRANSFERASE (ACETOACETYL-CoA THIOLASE)
Rv1136		Rv1136	1	POSSIBLE ENOYL-CoA HYDRATASE
Rv1344		Rv1344	1	PROBABLE ACYL CARRIER PROTEIN (ACP)
Rv1543		Rv1543	1	POSSIBLE FATTY ACYL-CoA REDUCTASE
Rv1544		Rv1544	1	Possible ketoacyl reductase
Rv1627c		Rv1627c	1	Probable nonspecific lipid-transfer protein
Rv1683		Rv1683	1	Possible long-chain acyl-CoA synthase
Rv1722		Rv1722	1	POSSIBLE CARBOXYLASE
Rv1866		Rv1866	1	CONSERVED HYPOTHETICAL PROTEIN
Rv1867		Rv1867	1	CONSERVED HYPOTHETICAL PROTEIN
Rv2261c		Rv2261c	1	CONSERVED HYPOTHETICAL PROTEIN
Rv2262c		Rv2262c	1	CONSERVED HYPOTHETICAL PROTEIN
Rv2611c		Rv2611c	1	PROBABLE ACYLTRANSFERASE
Rv2613c		Rv2613c	1	CONSERVED HYPOTHETICAL PROTEIN
Rv3720		Rv3720	1	POSSIBLE FATTY ACID SYNTHASE
scoA	<I>Rv2504c</I>	Rv2504c	1	PROBABLE SUCCINYL-COA:3-KETOACID-COENZYME A TRANSFERASE (ALPHA SUBUNIT) SCOA (3-OXO ACID:CoA TRANSFERASE) (OXCT A) (SUCCINYL-COA:3-OXOACID-COENZYME A TRANSFERASE)
scoB	<I>Rv2503c</I>	Rv2503c	1	PROBABLE SUCCINYL-COA:3-KETOACID-COENZYME A TRANSFERASE (BETA SUBUNIT) SCOB (3-OXO-ACID:COA TRANSFERASE) (OXCT B) (SUCCINYL CoA:3-OXOACID CoA-TRANSFERASE)
TB7.3	<I>Rv3221c</I>	Rv3221c	1	BIOTINYLATED PROTEIN TB7.3
tesA	<I>Rv2928</I>	Rv2928	1	PROBABLE THIOESTERASE TESA
tesB1	<I>Rv1618</I>	Rv1618	1	Probable acyl-CoA thioesterase II tesB1
tesB2	<I>Rv2605c</I>	Rv2605c	1	PROBABLE ACYL-CoA THIOESTERASE II TESB2 (TEII)
tgs1	<I>Rv3130c</I>	Rv3130c	1	Triacylglycerol synthase (Diacylglycerol acyltransferase)
ufaA1	<I>Rv0447c</I>	Rv0447c	1	PROBABLE CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE UFAA1 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE)
umaA	<I>umaA1</I>, <I>Rv0469</I>	Rv0469	1	POSSIBLE MYCOLIC ACID SYNTHASE UMAA
